stockid,symbol,company_name,security_type,sector,subsector
467,DISCK,Discovery Comm Inc,Equity,Communications,0
468,DISH,Dish Network,Equity,Communications,0
469,DKS,Dick's Sporting Goods,Equity,Consumer Discretionary,0
470,DLM,Del Monte Foods Co,Equity,Consumer Staples,0
471,DLR,Digital Realty TRUST Inc,Equity,Real Estate,Real Estate Investment Trusts
472,DLTR,Dollar Tree Stores,Equity,Consumer Discretionary,0
473,DLX,Deluxe Corporation,Equity,Industrials,0
474,DM,Dominion Energy Midstream Prtn,Equity,Energy,0
475,DNA,Genentech Inc New,Equity,Health Care,0
476,DNR,Denbury Res Inc New,Equity,Energy,0
477,DOCU,Docusign INC,Equity,Information Technology,Packaged Software
478,DON,WisdomTree US MidCap Dividend ETF,Equity,Mid Cap Blend,0
479,DOV,Dover,Equity,Industrials,0
480,DOW,Dow Chemical,Equity,Materials,0
481,DOX,Amdocs Limited,Equity,Information Technology,0
482,DPH,Delphi Automotive System,Equity,Consumer Discretionary,0
483,DPS,Dr Pepper Snapple Group,Equity,Consumer Staples,0
484,DPTR,Delta Petroleum Corp,Equity,Energy,0
485,DPTRD,Delta Petroleum Corp New,Equity,Energy,0
486,DPX,Duplex products,Equity,0,0
487,DRE,Duke Realty Corp,Equity,Financials,0
488,DRH,Diamondrock Hospitality,Equity,Financials,0
489,DRI,Darden Restaurants,Equity,Consumer Discretionary,0
490,DRKOD,Newcastle Energy New,Equity,Energy,0
491,DRKOF,Newcastle Energy New,Equity,Energy,0
492,DSL,Doubleline Inc Solutions,Equity,Corporate Bonds,0
493,DSP,Sp Acquisition Hldgs Inc,Equity,0,0
494,DSPWS,Sp Acquisition Hldg 12wt,Equity,0,0
495,DSW,D S W Inc,Equity,Consumer Discretionary,0
496,DTE,D T E Energy Company,Equity,Utilities,0
497,DTV,Directv,Equity,Consumer Discretionary,0
498,DUA,Deutsche Bank,Equity,Preferred Stock,0
499,DUK,Duke Energy Corp.,Equity,Utilities,Electric Utilities
500,DUKH,Duke Energy,Equity,Energy,0
501,DVA,Davita Inc,Equity,Health Care,0
502,DVMT,Dell Technologies In,Equity,Information Technology,0
503,DVN,Devon Energy CP,Equity,Energy,0
504,DVY,Ishares Dj Select Div Fd,Equity,Large Blend,0
505,DWDP,Dowdupont Inc,Equity,Financials,0
506,DWM,Wisdomtree Diefa,Equity,0,0
507,DXC,D X C Technology Com,Equity,Information Technology,0
508,DXJ,Wisdomtree Jpn Hdgd Eqty,Equity,International,0
509,EA,ELECTRONIC ARTS INC,Equity,Communications,0
510,EAD,Evergreen Income Advantage,Equity,0,0
511,EADSY,Airbus Group Se,Equity,Industrials,Aerospace & Defense
512,EBAY,Ebay Inc,Equity,Information Technology,0
513,ECA,Encana,Equity,Energy,0
514,ECL,Ecolab Inc,Equity,Industrials,0
515,ED,Consolidated Edison,Equity,Utilities,0
516,EDE,Empire District Elec Co,Equity,Utilities,0
517,EDIT,Editas Medicine Inc,Equity,Health Care,0
518,EDS,Electronic Data Sys Corp,Equity,Information Technology,0
519,EDUM,Energy Dummy,Equity,Energy,0
520,EDV,Vanguard Extended,Equity,Government Bonds,0
521,EEM,ishares emerging market,Equity,International,0
522,EEMV,iShares MSCI Emerging Markets,Equity,International,0
523,EFA,Ishares Tr Msci Eafe Fd,Equity,International,0
524,EFAV,Ishares Msci Eafe Min,Equity,International,0
525,EFG,Ishares Msci Gwth Idx Fd,Equity,International,0
526,EIV,Eaton Vance Mun Bd Fd II,Equity,Municipal Bonds,0
527,EIX,Edison International,Equity,Utilities,0
528,EL,Estee Lauder Co Inc Cl A,Equity,Consumer Discretionary,0
529,ELF,Elf Aquitaine Spon Adr,Equity,Energy,0
530,ELJ,Eljer Industries,Equity,0,0
531,ELN,Elan Corp Plc Spon Adr,Equity,Health Care,0
532,ELS,Equity Lifestyle Ppt,Equity,Real Estate,0
533,ELY,Callaway Golf Co,Equity,Consumer Discretionary,0
534,EMB,iShares JPMorgan USD Emerg Markets Bond,Equity,0,0
535,EMC,E M C Corp,Equity,Information Technology,0
536,EMF,Templeton Emerg'g             ,Equity,International,0
537,EMIEX,Columbia International Value Fund,Equity,International,0
538,EMLX,Emulex Corp New,Equity,Information Technology,0
539,EMN,Eastman Chemical Co,Equity,Materials,0
540,EMPI,Empi Inc.,Equity,0,0
541,EMR,Emerson Electric,Equity,Industrials,0
542,EMRGD,Emerge Interactive New,Equity,Information Technology,0
543,ENB,Enbridge Inc,Equity,Energy,0
544,ENDP,Endo Pharm Holdings Inc,Equity,Health Care,0
545,ENLK,Enlink Midstream Ptrs Lp,Equity,Energy,0
546,ENZN,Enzon Inc,Equity,Health Care,0
547,EOG,EOG Resources Inc,Equity,Energy,0
548,EP,El Paso Corporation,Equity,Utilities,0
549,EP+C,El Paso Energy Cv Pfd,Equity,Preferred Stock,0
550,EPD,Enterprise Prods Prtnrs LP,Equity,Energy,0
551,EQ,Embarq Corp,Equity,Communications,0
552,EQC,Commonwealth REIT,Equity,Financials,0
553,EQH,Equitable Holdings Inc,Equity,Financials,0
554,EQL,Large Blend Equity Placeholder,Equity,Large Blend,0
555,EQR,Equity Residential,Equity,Financials,0
556,EQT,EQT Corp,Equity,Utilities,0
557,ERF,Enerplus Corp,Equity,Energy,0
558,ERICD,Ericsson Tel Adr,Equity,Information Technology,0
559,ERICR,Ericsson Lm Tel  02 Rtsf,Equity,0,0
560,ERTS,Electronic Arts Inc,Equity,Information Technology,0
561,ESA,Extended Stay Amer Inc,Equity,0,0
562,ESRX,Express Scripts Hldg Inc,Equity,Health Care,0
563,ESS,Essex Property TRUST Inc,Equity,Financials,0
564,ESV,Ensco Intl Inc,Equity,Energy,0
565,ET,Energy Transfer Equity LP,Equity,Energy,0
566,ETN,Eaton Corp Plc,Equity,Industrials,0
567,ETP,Energy Transfer Prtnrs LP,Equity,Energy,0
568,ETSY,Etsy Inc com,Equity,Consumer Discretionary,Miscellaneous Commercial Services
569,ETY,Eaton Vance Tax Advantage,Equity,0,0
570,EV,Eaton Vance Cp Non Vtg,Equity,Financials,0
571,EVBS,Eastern Va Bankshares,Equity,Financials,0
572,EVG,Eaton Vance Sht Dur Incm,Equity,Corporate Bonds,0
573,EVMD,Everest Medical Corp,Equity,0,0
574,EVN,Eaton Vance Muni Income Trust,Equity,Municipal Bonds,0
575,EVV,Eaton Vance  Limited Duration Income Common,Equity,Corporate Bonds,0
576,EW,Edwards Lifesciences Cp,Equity,Health Care,0
577,EWC,Ishares Msci Cda Idx Fd,Equity,International,0
578,EXC,Exelon Corp.,Equity,Utilities,0
579,EXG,Eaton Vance Tax Managed,Equity,0,0
580,EXPE,Expedia,Equity,Consumer Discretionary,0
581,EY,Ethyl Corp Common,Equity,Materials,0
582,EZY,Wisdomtree TRUST,Equity,Large Blend,0
583,F,Ford Mtr Company,Equity,Consumer Discretionary,0
584,F+S,Ford Motor Co Cap,Equity,Corporate Bonds,0
585,FANG,Diamondback Energy Inc,Equity,Energy,0
586,FARO,Faro Technologies Inc,Equity,Information Technology,0
587,FAST,Fastenal Co,Equity,Industrials,Wholesale Distributors
588,FAX,Aberdeen Asia-Pac. Fd.        ,Equity,International,0
589,FB,Facebook Inc,Equity,Communications,Internet Software/Services
590,FBT,First Trust NYSE Arca Biotech ETF,Equity,Health Care,Investment Trusts/Mutual Funds
591,FCAU,Fiat Chrysler Auto,Equity,Consumer Discretionary,0
592,FCEL,FuelCell Energy Inc,Equity,Industrials,Electronic Equipment/Instruments
593,FCH,Felcor Lodging Tr Inc,Equity,Financials,0
594,FCL,First Colony Corp,Equity,0,0
595,FCX,Freeport McMoran Copper & Gold,Equity,Materials,0
596,FD,Federated Department Stores,Equity,Consumer Discretionary,0
597,FDC,First Data Corporation,Equity,Information Technology,0
598,FDG,Fording Ca Coal TRUST,Equity,Materials,0
599,FDIS,Fidelity® MSCI Consumer Discret ETF,Equity,0,0
600,FDL,First Tr Morningstar Div,Equity,Large Blend,0
601,FDLNB,Food Lion Inc. Class B,Equity,0,0
602,FDN,First TRUST Internet,Equity,Information Technology,0
603,FDO,Family Dollar Stores,Equity,Consumer Discretionary,0
604,FDS,Factset Research Systems,Equity,Information Technology,0
605,FDX,FedEx Corporation,Equity,Industrials,Air Freight/Couriers
606,FE,Firstenergy Corp,Equity,Utilities,0
607,FEI,First Trust MLP & Energy,Equity,Energy,0
608,FEMB,Frst Trt Emrg Mkts Lcl,Equity,Multi-Sector Bond,0
609,FFHL,Fuwei Films Hldg Co Ltdf,Equity,Materials,0
610,FFIV,F5 Networks Inc,Equity,Information Technology,0
611,FHCC,First Health Group Corp,Equity,Financials,0
612,FHN,First Horizon National Corp,Equity,Financials,0
613,FII,Federated Invs Pa,Equity,Financials,0
614,FINDUM,Financials Dummy,Equity,Financials,0
615,FIS,Fidelity Natl Info Svcs,Equity,Information Technology,0
616,FITB,Fifth Third Bancorp,Equity,Financials,0
617,FJ,Fort James Corporation,Equity,Materials,0
618,FL,Foot Locker Inc,Equity,Consumer Discretionary,0
619,FLA,Florida East Coast Ind,Equity,Industrials,0
620,FLC,R & B Falcon Corporation,Equity,Energy,0
621,FLDR,Flanders Corp,Equity,Industrials,0
622,FLEX,Flextronics Intl Ltd,Equity,Information Technology,Electronic Components
623,FLM,Fleming Companies Inc,Equity,Consumer Staples,0
624,FLR,Fluor Corp,Equity,Industrials,0
625,FLS,Flowserve,Equity,Industrials,0
626,FLT,"FleetCor Technologies, Inc.",Equity,0,0
627,FLWS,1 800 Flowers.Com,Equity,Consumer Discretionary,0
628,FMB,First Trust Municipal Bond ETF,Equity,Municipal Bonds,0
629,FMCKJ,Federal Home Loan Mortgage Pref,Equity,Multi-Sector Bond,0
630,FMER,Firstmerit Corp,Equity,Financials,0
631,FNB,F N B Corp,Equity,Financials,0
632,FNDF,Schwab Fundamental Intl Lg Co ETF,Equity,International,0
633,FNF,Fidelity Natl Finl,Equity,Financials,0
634,FNFG,First Niagara Fin,Equity,Financials,0
635,FNM,Fannie Mae,Equity,Financials,0
636,FO,Fortune Brands,Equity,Consumer Discretionary,0
637,FOX,TWENTY-FIRST CENTURY FOX - B,Equity,Communications,0
638,FOXA,Fox Corp,Equity,Communications,0
639,FPE,FIRST TRUST PREFERRED SECURITIES AND INCOME ETF,Equity,Preferred Stock,0
640,FPL,F P L GROUP INC.,Equity,Utilities,0
641,FPO,First Potomac Realty Trust,Equity,Real Estate,0
642,FR,First Industrial Rlty Tr,Equity,Financials,0
643,FRA,State of Frankilin,Equity,Financials,0
644,FRC,First Republic Bank,Equity,Financials,Regional Banks
645,FRE,Freddie Mac Voting Shs,Equity,Financials,0
646,FRF,Fortegra Financial Corp,Equity,Financials,0
647,FRFHF,Fairfax Financial Hl,Equity,Financials,0
648,FRP,Fairpoint Commun Inc,Equity,Communications,0
649,FRST,Primis Financial Corp,Equity,0,0
650,FRT,Federal Realty Investment Trust,Equity,Real Estate,Real Estate Investment Trusts
651,FSV,Firstservice Corp,Equity,Real Estate,0
652,FT,Franklin Univ Tr S B I,Equity,Large Blend,0
653,FTA,First Tr Lrg Cp Alphadex,Equity,Large Blend,0
654,FTB+B,Fifth Third Cap,Equity,Preferred Stock,0
655,FTB+C,Fifth Third Cap,Equity,Preferred Stock,0
656,FTCS,First Trust Capital Strength ETF,Equity,Large Blend,0
657,FTR,Frontier Communications,Equity,Communications,0
658,FTRCQ,Frontier Communications Corp Class B,Equity,0,0
659,FTU,First Union Corp,Equity,Financials,0
660,FTV,Fortive Corp,Equity,Industrials,Electronic Equipment/Instruments
661,FTVW,Fortive Corp,Equity,Industrials,0
662,FUN,Cedar Fair LP,Equity,Consumer Discretionary,0
663,FURX,Furiex Pharma Inc,Equity,Health Care,0
664,FV,First Trust Dorsey Wright Focus 5 ETF,Equity,Mid Cap Blend,0
665,FVE,Five Star Quality Care,Equity,Health Care,0
666,FWRD,"Forward Air, Inc.",Equity,0,0
667,FXD,First Tr Cons Dscrtnry,Equity,Consumer Discretionary,0
668,FXG,First Tr Consumr Stapls,Equity,Consumer Staples,0
669,FXI,iShares China Large-Cap,Equity,International,0
670,FXN,First TRUST Energy,Equity,Energy,0
671,FXU,First TRUST Utilities,Equity,Utilities,0
672,G,Gillette,Equity,Consumer Staples,0
673,G6264V136,MONGOLIAN MINING ORD,Equity,0,0
674,G9460G119,VALARIS EQY WARRANT,Equity,0,0
675,GAM,Gen'l Amer. Invest            ,Equity,Large Blend,0
676,GAS,AGL Res Inc.,Equity,Utilities,0
677,GCI,Gannett Co Inc Del,Equity,Consumer Discretionary,0
678,GD,General Dynamics Corp,Equity,Industrials,0
679,GDRX,Goodrx Holdings,Equity,Health Care,Internet Software/Services
680,GDT,Guidant Corp,Equity,Health Care,0
681,GDX,Market Vectors Gold Miners ETF,Equity,Natural Resources,0
682,GDXJ,Market Vectors Junior Gold Miners,Equity,Natural Resources,0
683,GE,General Electric Co,Equity,Industrials,0
684,GEJ,General Electric,Equity,Preferred Stock,0
685,GEN,Genon Energy,Equity,Utilities,0
686,GENZ,Genzyme Corp Genl,Equity,Health Care,0
687,GFG,Guaranty Finl Group Inc,Equity,Financials,0
688,GG,Goldcorp Inc New,Equity,Materials,0
689,GGG,Graco Incorporated,Equity,Industrials,0
690,GGN,"GAMCO Global Gold, Natural Resources",Equity,Natural Resources,0
691,GGP,General Growth Properties,Equity,Financials,0
692,GHDX,Genomic Health,Equity,Health Care,0
693,GHL,Greenhill & Co Inc,Equity,Financials,0
694,GHY,Prudential Global Short Duration High Yield Bond,Equity,Corporate Bonds,0
695,GILD,Gilead Sciences Inc.,Equity,Health Care,Biotechnology
696,GIM,Templeton Global Income,Equity,0,0
697,GIS,General Mills Inc,Equity,Consumer Staples,0
698,GJAZ,Strats Tr Bellsouth,Equity,Preferred Stock,0
699,GJG,Strats Tw Inc,Equity,0,0
700,GLD,Spdr Gold TRUST - ETF,Equity,Natural Resources,0
701,GLD1,Spdr Gold TRUST - ETF,Equity,Natural Resources,0
702,GLD2,Spdr Gold TRUST - ETF,Equity,Natural Resources,0
703,GLD4,Spdr Gold TRUST - ETF,Equity,Natural Resources,0
704,GLH,Gallaher Grp Spon ADR,Equity,Consumer Staples,0
705,GLPI,Gaming & Leisure Ppt,Equity,Real Estate,0
706,GLW,Corning Inc,Equity,Information Technology,Electronic Components
707,GLX,Glaxo Hldgs,Equity,0,0
708,GM,General Motors,Equity,Consumer Discretionary,0
709,GME,GameStop Corp.,Equity,Consumer Discretionary,Electronics/Appliance Stores
710,GMI+,Gemini II Income Shares,Equity,0,0
711,GMWB,General Motors Co 19 Wts,Equity,Industrials,0
712,GMWSA,Generaal Motors Warrants exp 7/10/2016  $10.00,Equity,Consumer Discretionary,0
713,GMWSB,Genera Motors Warrants - 7/10/2019  $18.33,Equity,Consumer Discretionary,0
714,GNMK,GenMark Diagnostics Inc,Equity,Information Technology,0
715,GNTX,Gentex Corp,Equity,Consumer Discretionary,0
716,GNW,Genworth Financial,Equity,Financials,0
717,GOOG,Alphabet Inc Class C (non voting),Equity,Communications,Internet Software/Services
718,GOOGL,Alphabet Inc Class A Shares,Equity,Communications,Internet Software/Services
719,GORO,Gold Resource Corp,Equity,Materials,Precious Metals
720,GOV,Government Properties Income Trust,Equity,Financials,0
721,GP,Georgia Pacific Corp,Equity,Materials,0
722,GPC,Genuine Parts Co,Equity,Consumer Discretionary,0
723,GPE V,Georgia Pwr Cap 03/31/2037 7.75%,Equity,0,0
724,GPS,Gap Inc,Equity,Consumer Discretionary,0
725,GPTRD,Grande Portage Resources Ltd,Equity,0,0
726,GPTRF,Grande Portage Resources Ltd,Equity,Natural Resources,0
727,GPU,General Public Utilities,Equity,Utilities,0
728,GPW,Georgia Power Co,Equity,0,0
729,GRA,Grace W R & Co,Equity,Materials,0
730,GRAYCO,Gray Co.,Equity,Private Equity,0
731,GRMN,Garmin Ltd,Equity,Consumer Discretionary,0
732,GRPN,Groupon Inc Class A,Equity,Consumer Discretionary,0
733,GRWG,GrowGeneration Corp,Equity,Consumer Discretionary,Wholesale Distributors
734,GS,Goldman Sachs Group Inc,Equity,Financials,0
735,GSF,Globalsantafe Corp,Equity,Energy,0
736,GSIC,G S I Commerce Inc,Equity,Information Technology,0
737,GSK,Glaxosmithkline Plc Adrf,Equity,Health Care,Pharmaceuticals: Major
738,GT,Goodyear Tire and Rubber,Equity,Consumer Discretionary,0
739,GTBIF,Green Thumb Industries Inc,Equity,0,0
740,GTE,GTE Corp,Equity,Communications,0
741,GTW,Gateway Inc,Equity,Information Technology,0
742,GTX,Garrett Motion Inc,Equity,Consumer Discretionary,0
743,GWR,Genesee & Wyoming,Equity,Industrials,0
744,GXP,Great Plains Energy Inc,Equity,Utilities,0
745,GZBX,Genzyme Corp Biosurgery,Equity,Health Care,0
746,HAE,Haemonics Corp,Equity,Health Care,0
747,HAIN,Hain Celestial Group,Equity,Consumer Staples,0
748,HAL,Halliburton Co Hldg Co,Equity,Energy,0
749,HALO,Halozyme Therapeutic,Equity,Health Care,0
750,HAN,Hanson,Equity,Materials,0
751,HBI,Hanesbrands Inc,Equity,Consumer Discretionary,0
752,HC,Hanover Compressor Co,Equity,Energy,0
753,HCBK,Hudson City Bancorp,Equity,Financials,0
754,HCC,H C C Insurance Holdings,Equity,Financials,0
755,HCDUM,Health Care Dummy,Equity,Health Care,0
756,HCI,HCI Group Inc,Equity,Financials,0
757,HCN,Welltower,Equity,Real Estate,0
758,HCN+F,"Health Care REIT Inc., 7 5/8% Series F Cumul Redee",Equity,Preferred Stock,0
759,HCP,H C P Inc,Equity,Financials,0
760,HCR,Manor Care Inc,Equity,Health Care,0
761,HCT,Amer Rlty Cap Hc Tr,Equity,Financials,0
762,HD,Home Depot Inc,Equity,Consumer Discretionary,Home Improvement Chains
763,HDB,Hdfc Bank Limited Adr,Equity,Financials,0
764,HDI,Harley Davidson,Equity,Consumer Discretionary,0
765,HDMV,First Trust Hrzn MgdVolatil Dev Intl ETF,Equity,0,0
766,HE,Hawaiian Elec Industries,Equity,Utilities,0
767,HES,Hess Corporation,Equity,Energy,0
768,HFS,H F S Incorporated,Equity,Consumer Discretionary,0
769,HGSI,Human Genome Sciences,Equity,Health Care,0
770,HGT,Hugoton Royalty Tr Ubi,Equity,Energy,0
771,HGV,Hilton Grand Vacatio,Equity,Consumer Discretionary,0
772,HHGP,Hudson Highland Group,Equity,Industrials,0
773,HHS,Harte-Hanks Inc.,Equity,Consumer Discretionary,0
774,HI,Household International,Equity,0,0
775,HIG,Hartford Finl Svcs Grp,Equity,Financials,0
776,HII,Huntington Ingalls Inds,Equity,Industrials,Aerospace & Defense
777,HIW,Highwood Properties Inc,Equity,Financials,0
778,HKT,Cable & Wireless HKT Ltd.,Equity,Communications,0
779,HLAS,Hartford Life Annuity,Equity,0,0
780,HLI,Houlihan Lokey Inc,Equity,Financials,0
781,HLT,Hilton Hotels Corp,Equity,Consumer Discretionary,0
782,HMA,Health Mgmt Assoc Cl A,Equity,Health Care,0
783,HMC,Honda Motor Co Ltd Adr,Equity,Consumer Discretionary,0
784,HMT,Host Marriott Corp Reit,Equity,Financials,0
785,HMY,Heilig-Meyers Co,Equity,0,0
786,HNZ,Heinz,Equity,Consumer Staples,0
787,HOG,Harley Davidson,Equity,Consumer Discretionary,0
788,HOLX,Hologic Inc,Equity,Health Care,0
789,HON,Honeywell International,Equity,Industrials,Industrial Conglomerates
790,HOT,Starwood Htls & Rsts New,Equity,Consumer Discretionary,0
791,HOU,Houston Industries,Equity,Utilities,0
792,HPE,Hewlett Packard Ente,Equity,Information Technology,0
793,HPQ,Hewlett-Packard Co,Equity,Information Technology,0
794,HPS,John Hancock Preferred I,Equity,Preferred Stock,0
795,HPT,Hospitality Property Trust,Equity,Financials,0
796,HR,Healthcare Realty Trust Inc,Equity,Financials,0
797,HRC,Healthsouth Corp,Equity,Health Care,0
798,HRI,Herc Hldgs Inc,Equity,Financials,0
799,HRL,Hormel Foods Corp,Equity,Consumer Staples,0
800,HRS,Harris Corporation,Equity,Information Technology,0
801,HSH,Hillshire Brands Company,Equity,Consumer Staples,0
802,HSIC,Schein Henry Inc,Equity,Health Care,0
803,HSNI,HSN,Equity,Consumer Discretionary,0
804,HSP,Hospira,Equity,Health Care,0
805,HST,Host Hotels & Resorts Inc,Equity,Real Estate,0
806,HSY,The Hershey Co,Equity,Consumer Staples,Food: Specialty/Candy
807,HTBX,Heat Biologics Inc,Equity,0,0
808,HTRN,Healthtronics Inc,Equity,Health Care,0
809,HTT,Hyperion 1999 Term Tr,Equity,0,0
810,HTZ,Hertz Global Hldgs Inc,Equity,Industrials,0
811,HTZGQ,Hertz Rental Car Holding Co Inc,Equity,0,0
812,HUN,Huntsman,Equity,Materials,0
813,HUSV,First Trust Hrzn MgdVolatil Domestic ETF,Equity,0,0
814,HWCC,Houston Wire & Cable Co,Equity,Industrials,0
815,HYFXF,Hyflux Ltd Ord,Equity,Utilities,0
816,HYG,Ishares $High Yield Bond Fund,Equity,Corporate Bonds,0
817,HYH,Halyard Health Inc,Equity,Health Care,0
818,HYLB,Xtrackers USD High Yield Corp Bd ETF,Equity,High Yield Bonds,0
819,HYS,PIMCO 0-5 Year High Yield Corp Bd ETF,Equity,High Yield Bonds,0
820,IACI,Interactive Corp,Equity,Information Technology,0
821,IAR,Idearc Inc,Equity,Communications,0
822,IAU,iShares Comex Gold,Equity,Natural Resources,0
823,IBB,iShares Nasdaq Biotechnology,Equity,Health Care,0
824,IBKC,IberiaBank Corp,Equity,Financials,0
825,IBM,Int'l Business Machines,Equity,Information Technology,0
826,IBN,Icici Bank Ltd Adr,Equity,Financials,0
827,ICE,Intercontinental Exchange Inc,Equity,Financials,0
828,ICLR,Icon Plc,Equity,Health Care,0
829,ICOS,I C O S Corp,Equity,Health Care,0
830,IDCC,Interdigital Inc,Equity,Information Technology,0
831,IDPH,I D E C Pharmaceuticals,Equity,Health Care,0
832,IDV,iShares International Select ETF,Equity,International,0
833,IEF,Ishares Tr Barclays Bond,Equity,0,0
834,IEFA,Ishares Core Msci Eafe,Equity,International,0
835,IEMG,iShares Core MSCI Emerging Markets ETF,Equity,International,0
836,IFF,International Flavors & Fragrances Inc,Equity,Consumer Discretionary,0
837,IFV,First Tr Exch Traded Fd,Equity,International,0
838,IGE,Ishares S&P North Am Fd,Equity,0,0
839,IGI,Imagistics International,Equity,Information Technology,0
840,IGSB,Ishares Tr Sh Tr Crport Etf,Equity,0,0
841,IGT,Intl Game Technology,Equity,Consumer Discretionary,0
842,IHD,ING Emerging Markets High Dividend,Equity,International,0
843,IILG,Intervalue Leisure Group,Equity,Consumer Discretionary,0
844,IIPR,Innovative Industrial Properties Inc,Equity,Real Estate,Real Estate Investment Trusts
845,IJH,Ishares Core S&P Mid Cap,Equity,Mid Cap Blend,0
846,IJR,Ishares Tr S&P Smallcap,Equity,Small Blend,0
847,ILMN,Illumina Inc,Equity,Health Care,0
848,IMCL,Imclone Systems Inc,Equity,Health Care,0
849,IMDS,Imaging Diagnostic Sys,Equity,Health Care,0
850,IMGN,Immunogen Inc,Equity,Health Care,0
851,IMN,Imation Corp,Equity,Information Technology,0
852,IMNX,Immunex Corp New,Equity,Health Care,0
853,IMTBY,Imperial Tob Gp Plc Adrf,Equity,Consumer Discretionary,0
854,INDDUM,Industrial Dummy,Equity,Industrials,0
855,INDL,Direxion Daily MSCI India Bull 3x ETF,Equity,International,0
856,INFA,Informatica Corp,Equity,Information Technology,0
857,INFY,Infosys Ltd Spon Adr,Equity,Information Technology,0
858,INO,Inovio Pharmaceuticals Inc,Equity,Health Care,0
859,INSP,Infospace Inc New,Equity,Information Technology,0
860,INTC,Intel Corp,Equity,Information Technology,0
861,INTDUM,International Dummy,Equity,International,0
862,INTU,Intuit Inc,Equity,Information Technology,Packaged Software
863,INVN,Invensense Inc,Equity,Information Technology,0
864,INVVY,Indivior Plc Adr,Equity,Health Care,0
865,INXX,Egshares Etf,Equity,Industrials,0
866,INZ,"ING Groep N.V., 7.20% ING Perpetual Debt Securitie",Equity,Preferred Stock,0
867,IP,International Paper,Equity,Materials,0
868,IPG,Interpublic Group Of Cos,Equity,Communications,0
869,IPGP,IPG Photonics Corp,Equity,Information Technology,0
870,IR,Ingersoll Rand Cl A Newf,Equity,Industrials,0
871,IRBT,Irobot Corp,Equity,Consumer Discretionary,0
872,ISIL,Intersil Corp Cl A,Equity,Information Technology,0
873,ISRG,Intuitive Surgical New,Equity,Health Care,Medical Specialties
874,ITB,Ishares US Home,Equity,Consumer Discretionary,0
875,ITDUM,Information Tech Dummy,Equity,Information Technology,0
876,ITMN,Intermune Inc,Equity,Health Care,0
877,ITRI,Itron Inc New,Equity,Information Technology,0
878,ITT,I T T Industries Inc,Equity,Industrials,0
879,ITW,Illinois Tool Works,Equity,Industrials,0
880,IVGN,Invitrogen Corp,Equity,Health Care,0
881,IVOL,Quadratic Intrst Rt Vol & Infl H ETF,Equity,Volatility,0
882,IVVFF,Ivory Energy Inc,Equity,Energy,0
883,IVZ,Invesco Ltd,Equity,Financials,0
884,IWD,Ishares Russell 1000 Val,Equity,0,0
885,IWF,Ishares Tr Russell,Equity,Small Blend,0
886,IWS,Ishares Russell Midcap,Equity,Mid Cap Blend,0
887,IXUS,iShares Core MSCI Total Intl Stk ETF,Equity,International,0
888,JAVA,Sun Microsystems Inc New,Equity,Information Technology,0
889,JBL,Jabil Circuit Inc,Equity,Information Technology,0
890,JBSS,Sanfilippo John B,Equity,Consumer Staples,0
891,JCI,Johnson Controls,Equity,Consumer Discretionary,0
892,JCP,Penney J C Co Inc,Equity,Consumer Discretionary,0
893,JDEC,Edwards J D & Co,Equity,Information Technology,0
894,JDSU,Jds Uniphase Corporation,Equity,Information Technology,0
895,JEC,Jacobs Engineering Group,Equity,Industrials,0
896,JELD,Jeld Wen Holding Inc,Equity,Consumer Discretionary,0
897,JGH,Nuveen Glb High Inc Fd,Equity,Financials,0
898,JGT,Nuveen Diversified Currency,Equity,0,0
899,JLS,Nuveen MTG Opportunity Term Fund,Equity,Corporate Bonds,0
900,JNJ,Johnson & Johnson,Equity,Health Care,Pharmaceuticals: Major
901,JNK,SPDR® Blmbg Barclays High Yield Bd ETF,Equity,Multi-Sector Bond,0
902,JNPR,Juniper Networks Inc,Equity,Information Technology,0
903,JNS,Janus Capital Group Inc,Equity,Financials,0
904,JNY,Jones Apparel Group,Equity,Consumer Discretionary,0
905,JOE,St Joe Company,Equity,Financials,0
906,JP,Jefferson Pilot,Equity,Financials,0
907,JPC,Nuveen PFD Income Oppty,Equity,Preferred Stock,0
908,JPM,JP Morgan Chase & Co,Equity,Financials,Major Banks
909,JPM+X,J P Morgan Chase Preferred,Equity,Preferred Stock,0
910,JPMWS,Jpmorgan Chase    18 Wts,Equity,Financials,0
911,JWN,Nordstrom Inc,Equity,Consumer Discretionary,0
912,JZJ,"Lehman ABS Corp Bkd Trust Certs 2003-18, 7.125% Va",Equity,Preferred Stock,0
913,K,Kellogg's,Equity,Consumer Staples,0
914,KAR,Kar Auction Services,Equity,Industrials,0
915,KCO,"BellSouth Cap Fund Deb,",Equity,Corporate Bonds,0
916,KDN,Kaydon Corporation,Equity,Industrials,0
917,KEM,Kemet Corporation,Equity,Information Technology,0
918,KEY,Keycorp Inc New,Equity,Financials,Major Banks
919,KFT,"Kraft Foods, Inc.",Equity,Consumer Staples,0
920,KG,King Pharmaceuticals Inc,Equity,Health Care,0
921,KHC,Kraft Heinz Co,Equity,Consumer Staples,0
922,KLAC,K L A Tencor Corp,Equity,Information Technology,0
923,KLLM,KLLM Transport Services,Equity,0,0
924,KM,K-Mart Corp,Equity,Consumer Discretionary,0
925,KMB,Kimberly-Clark Corp,Equity,Consumer Staples,Household/Personal Care
926,KMET,KEMET,Equity,Industrials,0
